source,target
a-GennadyLAndrienko,r-MatthiasRenz
a-GennadyLAndrienko,k-VanaKalogeraki
a-GennadyLAndrienko,94-5893
a-GennadyLAndrienko,a-WGAref
a-GennadyLAndrienko,05-8073-1
a-GennadyLAndrienko,80-6521
a-GennadyLAndrienko,39-3530-1
a-GennadyLAndrienko,19-4428
a-GennadyLAndrienko,26-6037
a-GennadyLAndrienko,d-JDomingoFerrer
a-GennadyLAndrienko,66-974
a-GennadyLAndrienko,73-6114
a-GennadyLAndrienko,57-7247
a-GennadyLAndrienko,95-9990
a-GennadyLAndrienko,f-JAFernandesdeMacedo
a-GennadyLAndrienko,z-DemetriosZeinalipourYazti
a-GennadyLAndrienko,89-2619
a-GennadyLAndrienko,18-2478
a-GennadyLAndrienko,s-MohamedASharaf
a-GennadyLAndrienko,c-WeiChen1
a-GennadyLAndrienko,t-YannisTheodoridis
a-GennadyLAndrienko,17-1242
a-GennadyLAndrienko,i-StratosIdreos
a-NataliaVAndrienko,s-CyrusShahabi
a-NataliaVAndrienko,g-AristidesGionis
a-NataliaVAndrienko,44-2379
a-NataliaVAndrienko,s-MichaelStonebraker
a-NataliaVAndrienko,80-3560
a-NataliaVAndrienko,25-7045-11
a-NataliaVAndrienko,g-DimitriosGunopulos
a-NataliaVAndrienko,l-GuoliangLi
a-NataliaVAndrienko,w-RaymondChiWingWong
a-NataliaVAndrienko,j-ChristianSJensen
a-NataliaVAndrienko,c-PKChrysanthis
a-NataliaVAndrienko,r-MatthiasRenz
a-NataliaVAndrienko,94-5893
a-NataliaVAndrienko,a-WGAref
a-NataliaVAndrienko,05-8073-1
a-NataliaVAndrienko,80-6521
a-NataliaVAndrienko,39-3530-1
a-NataliaVAndrienko,19-4428
a-NataliaVAndrienko,26-6037
a-NataliaVAndrienko,66-974
a-NataliaVAndrienko,57-7247
a-NataliaVAndrienko,95-9990
a-NataliaVAndrienko,f-JAFernandesdeMacedo
a-NataliaVAndrienko,z-DemetriosZeinalipourYazti
a-NataliaVAndrienko,89-2619
a-NataliaVAndrienko,18-2478
a-NataliaVAndrienko,s-MohamedASharaf
a-NataliaVAndrienko,c-WeiChen1
a-NataliaVAndrienko,t-YannisTheodoridis
a-NataliaVAndrienko,17-1242
a-NataliaVAndrienko,i-StratosIdreos
230-0769,s-CyrusShahabi
230-0769,25-7045-11
230-0769,g-DimitriosGunopulos
230-0769,w-RaymondChiWingWong
230-0769,j-ChristianSJensen
230-0769,c-PKChrysanthis
230-0769,r-MatthiasRenz
230-0769,94-5893
230-0769,a-WGAref
230-0769,05-8073-1
230-0769,80-6521
230-0769,39-3530-1
230-0769,19-4428
230-0769,66-974
230-0769,95-9990
230-0769,z-DemetriosZeinalipourYazti
230-0769,89-2619
230-0769,18-2478
230-0769,t-YannisTheodoridis
149-7783,s-CyrusShahabi
149-7783,25-7045-11
149-7783,g-DimitriosGunopulos
149-7783,w-RaymondChiWingWong
149-7783,j-ChristianSJensen
149-7783,c-PKChrysanthis
149-7783,r-MatthiasRenz
149-7783,94-5893
149-7783,a-WGAref
149-7783,05-8073-1
149-7783,80-6521
149-7783,39-3530-1
149-7783,19-4428
149-7783,66-974
149-7783,95-9990
149-7783,z-DemetriosZeinalipourYazti
149-7783,89-2619
149-7783,18-2478
149-7783,t-YannisTheodoridis
327-5407,s-CyrusShahabi
327-5407,25-7045-11
327-5407,g-DimitriosGunopulos
327-5407,w-RaymondChiWingWong
327-5407,j-ChristianSJensen
327-5407,c-PKChrysanthis
327-5407,r-MatthiasRenz
327-5407,94-5893
327-5407,a-WGAref
327-5407,05-8073-1
327-5407,80-6521
327-5407,39-3530-1
327-5407,19-4428
327-5407,66-974
327-5407,95-9990
327-5407,z-DemetriosZeinalipourYazti
327-5407,89-2619
327-5407,18-2478
327-5407,t-YannisTheodoridis
n-MarioANascimento,s-CyrusShahabi
n-MarioANascimento,s-ASdaSilva
n-MarioANascimento,t-CaetanoTrainaJr
n-MarioANascimento,t-KianLeeTan
n-MarioANascimento,o-BengChinOoi
n-MarioANascimento,25-7045-11
n-MarioANascimento,g-DimitriosGunopulos
n-MarioANascimento,m-RJMiller
n-MarioANascimento,w-RaymondChiWingWong
n-MarioANascimento,o-MTamerOzsu
n-MarioANascimento,k-DonaldKossmann
n-MarioANascimento,s-ShashiShekhar
n-MarioANascimento,j-ChristianSJensen
n-MarioANascimento,c-PKChrysanthis
n-MarioANascimento,r-MatthiasRenz
n-MarioANascimento,94-5893
n-MarioANascimento,t-NesimeTatbul
n-MarioANascimento,a-WGAref
n-MarioANascimento,05-8073-1
n-MarioANascimento,80-6521
n-MarioANascimento,39-3530-1
n-MarioANascimento,19-4428
n-MarioANascimento,t-AnthonyKHTung
n-MarioANascimento,l-FeifeiLi
n-MarioANascimento,66-974
n-MarioANascimento,08-6809-1
n-MarioANascimento,b-SBressan
n-MarioANascimento,k-GeorgeKollios
n-MarioANascimento,95-9990
n-MarioANascimento,f-JAFernandesdeMacedo
n-MarioANascimento,z-DemetriosZeinalipourYazti
n-MarioANascimento,89-2619
n-MarioANascimento,s-TimosKSellis
n-MarioANascimento,j-HVJagadish
n-MarioANascimento,38-4801
n-MarioANascimento,18-2478
n-MarioANascimento,s-MohamedASharaf
n-MarioANascimento,t-YannisTheodoridis
11-1051,s-CyrusShahabi
11-1051,25-7045-11
11-1051,g-DimitriosGunopulos
11-1051,08-4367
11-1051,w-RaymondChiWingWong
11-1051,j-ChristianSJensen
11-1051,c-PKChrysanthis
11-1051,r-MatthiasRenz
11-1051,94-5893
11-1051,a-WGAref
11-1051,05-8073-1
11-1051,80-6521
11-1051,39-3530-1
11-1051,z-XiaofangZhou
11-1051,19-4428
11-1051,21-1694
11-1051,66-974
11-1051,95-9990
11-1051,z-DemetriosZeinalipourYazti
11-1051,89-2619
11-1051,46-2884
11-1051,18-2478
11-1051,t-YannisTheodoridis
08-1554,s-CyrusShahabi
08-1554,03-505
08-1554,25-7045-11
08-1554,g-DimitriosGunopulos
08-1554,w-RaymondChiWingWong
08-1554,j-ChristianSJensen
08-1554,c-PKChrysanthis
08-1554,r-MatthiasRenz
08-1554,94-5893
08-1554,a-WGAref
08-1554,05-8073-1
08-1554,80-6521
08-1554,39-3530-1
08-1554,19-4428
08-1554,41-1074-1
08-1554,66-974
08-1554,95-9990
08-1554,z-DemetriosZeinalipourYazti
08-1554,89-2619
08-1554,s-TimosKSellis
08-1554,18-2478
08-1554,t-YannisTheodoridis
s-BettinaSpeckmann,s-CyrusShahabi
s-BettinaSpeckmann,25-7045-11
s-BettinaSpeckmann,g-DimitriosGunopulos
s-BettinaSpeckmann,w-RaymondChiWingWong
s-BettinaSpeckmann,j-ChristianSJensen
s-BettinaSpeckmann,c-PKChrysanthis
s-BettinaSpeckmann,r-MatthiasRenz
s-BettinaSpeckmann,94-5893
s-BettinaSpeckmann,a-WGAref
s-BettinaSpeckmann,05-8073-1
s-BettinaSpeckmann,80-6521
s-BettinaSpeckmann,39-3530-1
s-BettinaSpeckmann,19-4428
s-BettinaSpeckmann,66-974
s-BettinaSpeckmann,95-9990
s-BettinaSpeckmann,z-DemetriosZeinalipourYazti
s-BettinaSpeckmann,89-2619
s-BettinaSpeckmann,18-2478
s-BettinaSpeckmann,t-YannisTheodoridis
22-544,s-CyrusShahabi
22-544,03-505
22-544,a-DivyakantAgrawal
22-544,25-7045-11
22-544,g-DimitriosGunopulos
22-544,l-JiahengLu
22-544,w-RaymondChiWingWong
22-544,j-ChristianSJensen
22-544,c-PKChrysanthis
22-544,r-MatthiasRenz
22-544,c-CheeYongChan
22-544,c-IFCruz
22-544,94-5893
22-544,a-WGAref
22-544,05-8073-1
22-544,80-6521
22-544,39-3530-1
22-544,33-3180
22-544,19-4428
22-544,41-1074-1
22-544,66-974
22-544,95-9990
22-544,z-DemetriosZeinalipourYazti
22-544,89-2619
22-544,46-2884
22-544,77-2970-1
22-544,18-2478
22-544,s-MohamedASharaf
22-544,t-YannisTheodoridis
22-544,36-10568
t-KristianTorp,s-CyrusShahabi
t-KristianTorp,25-7045-11
t-KristianTorp,g-DimitriosGunopulos
t-KristianTorp,w-RaymondChiWingWong
t-KristianTorp,j-ChristianSJensen
t-KristianTorp,c-PKChrysanthis
t-KristianTorp,r-MatthiasRenz
t-KristianTorp,94-5893
t-KristianTorp,l-HuaLu
t-KristianTorp,a-WGAref
t-KristianTorp,34-6253
t-KristianTorp,05-8073-1
t-KristianTorp,p-TorbenBachPedersen
t-KristianTorp,80-6521
t-KristianTorp,39-3530-1
t-KristianTorp,b-MichaelHBohlen
t-KristianTorp,19-4428
t-KristianTorp,66-974
t-KristianTorp,77-377-2
t-KristianTorp,95-9990
t-KristianTorp,z-DemetriosZeinalipourYazti
t-KristianTorp,89-2619
t-KristianTorp,18-2478
t-KristianTorp,a-IraAssent
t-KristianTorp,t-YannisTheodoridis
k-MarcJvanKreveld,s-CyrusShahabi
k-MarcJvanKreveld,25-7045-11
k-MarcJvanKreveld,g-DimitriosGunopulos
k-MarcJvanKreveld,a-PankajKAgarwal
k-MarcJvanKreveld,w-RaymondChiWingWong
k-MarcJvanKreveld,j-ChristianSJensen
k-MarcJvanKreveld,c-PKChrysanthis
k-MarcJvanKreveld,r-MatthiasRenz
k-MarcJvanKreveld,94-5893
k-MarcJvanKreveld,a-WGAref
k-MarcJvanKreveld,05-8073-1
k-MarcJvanKreveld,80-6521
k-MarcJvanKreveld,39-3530-1
k-MarcJvanKreveld,19-4428
k-MarcJvanKreveld,66-974
k-MarcJvanKreveld,95-9990
k-MarcJvanKreveld,z-DemetriosZeinalipourYazti
k-MarcJvanKreveld,89-2619
k-MarcJvanKreveld,18-2478
k-MarcJvanKreveld,t-YannisTheodoridis
44-3065,s-CyrusShahabi
44-3065,25-7045-11
44-3065,g-DimitriosGunopulos
44-3065,w-RaymondChiWingWong
44-3065,j-ChristianSJensen
44-3065,c-PKChrysanthis
44-3065,r-MatthiasRenz
44-3065,94-5893
44-3065,a-WGAref
44-3065,05-8073-1
44-3065,80-6521
44-3065,39-3530-1
44-3065,19-4428
44-3065,66-974
44-3065,95-9990
44-3065,z-DemetriosZeinalipourYazti
44-3065,89-2619
44-3065,18-2478
44-3065,t-YannisTheodoridis
87-2697-1,s-CyrusShahabi
87-2697-1,25-7045-11
87-2697-1,g-DimitriosGunopulos
87-2697-1,w-RaymondChiWingWong
87-2697-1,j-ChristianSJensen
87-2697-1,c-PKChrysanthis
87-2697-1,r-MatthiasRenz
87-2697-1,94-5893
87-2697-1,a-WGAref
87-2697-1,05-8073-1
87-2697-1,80-6521
87-2697-1,39-3530-1
87-2697-1,19-4428
87-2697-1,66-974
87-2697-1,95-9990
87-2697-1,z-DemetriosZeinalipourYazti
87-2697-1,89-2619
87-2697-1,18-2478
87-2697-1,t-YannisTheodoridis
23-1092,s-CyrusShahabi
23-1092,25-7045-11
23-1092,g-DimitriosGunopulos
23-1092,w-RaymondChiWingWong
23-1092,j-ChristianSJensen
23-1092,c-PKChrysanthis
23-1092,r-MatthiasRenz
23-1092,94-5893
23-1092,a-WGAref
23-1092,05-8073-1
23-1092,80-6521
23-1092,39-3530-1
23-1092,19-4428
23-1092,66-974
23-1092,95-9990
23-1092,z-DemetriosZeinalipourYazti
23-1092,89-2619
23-1092,81-6181
23-1092,18-2478
23-1092,t-YannisTheodoridis
19-7127,s-CyrusShahabi
19-7127,25-7045-11
19-7127,g-DimitriosGunopulos
19-7127,w-RaymondChiWingWong
19-7127,j-ChristianSJensen
19-7127,c-PKChrysanthis
19-7127,r-MatthiasRenz
19-7127,94-5893
19-7127,l-HuaLu
19-7127,a-WGAref
19-7127,05-8073-1
19-7127,80-6521
19-7127,80-2651
19-7127,39-3530-1
19-7127,19-4428
19-7127,66-974
19-7127,95-9990
19-7127,z-DemetriosZeinalipourYazti
19-7127,152-4895
19-7127,89-2619
19-7127,20-3716
19-7127,40-1491-33
19-7127,18-2478
19-7127,86-508-2
19-7127,t-YannisTheodoridis
185-1009-1,s-CyrusShahabi
185-1009-1,25-7045-11
185-1009-1,g-DimitriosGunopulos
185-1009-1,w-RaymondChiWingWong
185-1009-1,j-ChristianSJensen
185-1009-1,c-PKChrysanthis
185-1009-1,r-MatthiasRenz
185-1009-1,94-5893
185-1009-1,a-WGAref
185-1009-1,05-8073-1
185-1009-1,80-6521
185-1009-1,39-3530-1
185-1009-1,z-XiaofangZhou
185-1009-1,19-4428
185-1009-1,66-974
185-1009-1,95-9990
185-1009-1,51-5793
185-1009-1,z-DemetriosZeinalipourYazti
185-1009-1,89-2619
185-1009-1,68-11145
185-1009-1,18-2478
185-1009-1,t-YannisTheodoridis
37-1288,05-5881
06-3696,94-4438
20-3519,t-VincentSMTseng
20-3519,79-1490
20-3519,08-1790
20-3519,z-XiaofangZhou
20-3519,o-VincentOria
20-3519,61-3234
20-3519,70-6862
20-3519,89-6013
20-3519,73-3928-1
20-3519,75-3512
93-161,52-6414
69-4618,67-6469
69-4618,05-6545
75-6434-2,p-JianPei
75-6434-2,w-WeiWang
75-6434-2,x-HuiXiong
75-6434-2,08-4367
75-6434-2,72-4662
75-6434-2,s-ShashiShekhar
75-6434-2,r-MatthiasRenz
75-6434-2,94-5893
75-6434-2,05-8073-1
75-6434-2,39-3530-1
75-6434-2,z-XiaofangZhou
75-6434-2,69-3405-1
75-6434-2,21-1694
75-6434-2,66-974
75-6434-2,08-6809-1
75-6434-2,w-XiaoyangSeanWang
75-6434-2,46-2884
75-6434-2,191-6085
g-MichaelGertz,b-ElisaBertino
g-MichaelGertz,08-4367
g-MichaelGertz,n-FelixNaumann
g-MichaelGertz,s-KaiUweSattler
g-MichaelGertz,o-MTamerOzsu
g-MichaelGertz,r-MatthiasRenz
g-MichaelGertz,48-5154
g-MichaelGertz,94-5893
g-MichaelGertz,z-XiaofangZhou
g-MichaelGertz,l-BertramLudascher
g-MichaelGertz,21-1694
g-MichaelGertz,46-2884
57-2958,a-DivyakantAgrawal
57-2958,g-GoetzGraefe
57-2958,31-3455
57-2958,r-MatthiasRenz
57-2958,p-NeoklisPolyzotis
57-2958,n-JeffreyFNaughton
57-2958,95-9990
57-2958,46-2884
57-2958,r-VijayshankarRaman
47-3228,52-6414
40-5624,99-6349
40-5624,g-JonathanGoldstein
168-0911,s-CyrusShahabi
168-0911,c-PKChrysanthis
168-0911,116-0694
168-0911,z-DemetriosZeinalipourYazti
205-6423,s-CyrusShahabi
205-6423,25-7045-11
205-6423,g-DimitriosGunopulos
205-6423,w-RaymondChiWingWong
205-6423,j-ChristianSJensen
205-6423,c-PKChrysanthis
205-6423,r-MatthiasRenz
205-6423,c-IFCruz
205-6423,94-5893
205-6423,a-WGAref
205-6423,05-8073-1
205-6423,80-6521
205-6423,39-3530-1
205-6423,19-4428
205-6423,66-974
205-6423,95-9990
205-6423,z-DemetriosZeinalipourYazti
205-6423,89-2619
205-6423,18-2478
205-6423,t-YannisTheodoridis
38-129,130-8167
38-129,173-4598
10-4398,52-6414
33-9972,67-4834-4
c-DomenicoCotroneo,07-201-1
37-4462,79-1490
63-6133,s-MichaelStonebraker
a-GDAbowd,i-ZacharyGIves
a-GDAbowd,61-3234
33-6188,29-3483
33-6188,61-5238
33-6188,27-3367-5
33-6188,h-AlonYHalevy
33-6188,18-10886
33-6188,173-4598
92-5352,l-ChenLi1
92-5352,m-SharadMehrotra
18-9063,s-TimosKSellis
58-6608,c-LeiChen0002
58-6608,l-JianxinLi
58-6608,20-3716
58-6608,s-TimosKSellis
21-6419,08-6809-1
84-2154,f-PeterFankhauser
84-2154,183-0640
84-2154,b-LadjelBellatreche
84-2154,b-MariaBielikova
84-2154,63-3490
84-2154,85-2842
84-2154,73-2072
84-2154,29-10310
84-2154,n-BorisNovikov
84-2154,91-4324
84-2154,r-ThomasRisse
84-2154,r-OscarRomero
84-2154,151-1439
84-2154,35-3913
84-2154,41-3391
84-2154,29-5948
84-2154,20-7403
84-2154,229-6445
84-2154,231-5909
84-2154,139-1191
84-2154,c-AlexandraICristea
84-2154,63-8468
84-2154,25-5167
84-2154,62-46
84-2154,117-8663
84-2154,69-4767
84-2154,70-11205
84-2154,84-163
84-2154,28-5586
84-2154,152-9234
84-2154,61-8157
84-2154,172-8717
84-2154,117-6023
84-2154,222-8905
84-2154,94-7935
84-2154,298-2608
84-2154,45-8919-1
84-2154,238-1242
84-2154,238-1264
84-2154,20-2519
84-2154,238-1034
84-2154,238-1221
84-2154,b-FadilaBentayeb
84-2154,93-4640
84-2154,f-MirianHalfeldFerrariAlves
84-2154,44-1706
84-2154,166-7559
84-2154,42-1001
84-2154,50-11142
84-2154,28-2137
84-2154,38-10105
84-2154,92-2179
84-2154,132-6827
84-2154,60-7238
84-2154,160-4352
84-2154,162-7707
84-2154,43-11366
84-2154,91-1410
84-2154,l-ChristophLange2
84-2154,p-ElenaPaslaruBontasSimperl
84-2154,300-8321
84-2154,09-10282
84-2154,43-9678
84-2154,63-4123
84-2154,62-1193
84-2154,42-7605
84-2154,50-9732
84-2154,277-0444
84-2154,72-4968
84-2154,220-3515
84-2154,180-1858
84-2154,71-4882
84-2154,45-3337
84-2154,33-2610
84-2154,56-3767
84-2154,90-3132
84-2154,318-5015
84-2154,124-8415
84-2154,82-5803
84-2154,146-8612
84-2154,l-PHLewis
84-2154,13-905
84-2154,54-2140
84-2154,360-0699
84-2154,74-2147
84-2154,a-GrigorisAntoniou
84-2154,b-KalinaBontcheva
84-2154,95-6661
84-2154,144-0506
84-2154,g-GuidoGovernatori
84-2154,h-AidanHogan
84-2154,02-3657
84-2154,58-6679
84-2154,65-4336
84-2154,264-7126
84-2154,41-6317-2
84-2154,01-1768
84-2154,29-7870
84-2154,65-9656
84-2154,14-9377
84-2154,b-BettinaBerendt
84-2154,33-3876
84-2154,h-LauraHollink
84-2154,l-MarkusLuczakRosch
84-2154,40-1153
84-2154,12-1983
84-2154,25-8883
84-2154,10-57
84-2154,85-3960
84-2154,117-3917
84-2154,252-8453
84-2154,203-0176
84-2154,28-3849
84-2154,180-4530
84-2154,56-1006
84-2154,50-3138
84-2154,s-StefanSiersdorfer
84-2154,220-0906
84-2154,36-6753
84-2154,153-0542
84-2154,b-ZohraBellahsene
84-2154,322-3827
84-2154,284-7132
84-2154,348-3918
84-2154,363-3031
84-2154,25-982
84-2154,k-PhilippKarger
84-2154,o-DanielOlmedilla
84-2154,36-1156
84-2154,d-ErikDuval
84-2154,18-1805
84-2154,76-2760
84-2154,84-6876
84-2154,22-2002
84-2154,166-6355
84-2154,117-4348
84-2154,61-7424
84-2154,360-1177
84-2154,271-7833
84-2154,271-7971
84-2154,59-5877
84-2154,150-8925
84-2154,72-4569
84-2154,05-6939
84-2154,18-727
84-2154,287-5089
84-2154,267-6620
84-2154,291-3153
84-2154,11-4055
84-2154,z-AnnaVZhdanova
84-2154,120-5281
84-2154,133-1096-1
84-2154,250-9498
84-2154,144-6739
84-2154,93-1485
84-2154,05-1259
84-2154,332-8308
84-2154,172-5922
84-2154,269-9795
84-2154,178-3688
84-2154,84-9886
84-2154,126-3532
84-2154,318-7463
84-2154,302-4336
84-2154,47-3312
84-2154,17-9763
84-2154,302-4169
84-2154,b-FabianBeck
84-2154,95-5120
84-2154,153-5381
84-2154,40-3446
84-2154,w-MarianneWinslett
84-2154,95-2771
f-PeterFankhauser,a-KarlAberer
f-PeterFankhauser,32-1624
f-PeterFankhauser,68-3366
183-0640,h-KatjaHose
b-LadjelBellatreche,181-2689-1
b-LadjelBellatreche,k-KKarlapalem
b-LadjelBellatreche,70-6404
b-LadjelBellatreche,p-ANPapadopoulos
b-LadjelBellatreche,61-3251
b-LadjelBellatreche,19-4428
b-LadjelBellatreche,77-3753
b-LadjelBellatreche,k-AlfonsKemper
b-LadjelBellatreche,66-974
b-LadjelBellatreche,08-5342
b-LadjelBellatreche,g-MatteoGolfarelli
b-LadjelBellatreche,26-3914
b-MariaBielikova,19-4428
b-MariaBielikova,26-3914
63-3490,19-4428
63-3490,83-2426
63-3490,26-3914
85-2842,v-YannisVelegrakis
85-2842,m-RJMiller
85-2842,b-ABonifati
85-2842,t-FaroukToumani
85-2842,59-5146
73-2072,s-RalfSchenkel
73-2072,61-5238
73-2072,m-JosianeMothe
n-BorisNovikov,t-JensTeubner
n-BorisNovikov,39-3530-1
n-BorisNovikov,k-AlfonsKemper
n-BorisNovikov,g-MatteoGolfarelli
n-BorisNovikov,s-TimosKSellis
91-4324,19-4428
91-4324,26-3914
91-4324,d-ADeligiannakis
r-ThomasRisse,a-KarlAberer
r-ThomasRisse,71-5578
r-ThomasRisse,12-225
r-ThomasRisse,s-MonicaScannapieco
r-OscarRomero,l-WLehner
r-OscarRomero,p-TorbenBachPedersen
r-OscarRomero,59-6952
r-OscarRomero,c-ToonCalders
r-OscarRomero,19-4428
r-OscarRomero,71-5578
r-OscarRomero,g-MatteoGolfarelli
r-OscarRomero,26-3914
r-OscarRomero,h-KatjaHose
r-OscarRomero,28-3797
r-OscarRomero,s-ASimitsis
35-3913,19-4428
35-3913,26-3914
41-3391,l-WLehner
41-3391,s-KaiUweSattler
41-3391,59-6952
41-3391,71-5578
41-3391,g-MatteoGolfarelli
41-3391,h-KatjaHose
41-3391,s-MonicaScannapieco
29-5948,19-4428
29-5948,26-3914
231-5909,71-9649
63-8468,b-FBonchi
63-8468,63-3664
25-5167,86-1747
25-5167,b-ABonifati
25-5167,h-AndreasHotho
25-5167,52-9457
25-5167,02-146
25-5167,90-514-1
25-5167,71-5578
25-5167,38-8707
25-5167,139-1128
25-5167,12-225
62-46,98-7136
62-46,96-8654
117-8663,71-9649
69-4767,a-KarlAberer
69-4767,b-ChristianBizer
69-4767,71-5578
70-11205,b-FBonchi
70-11205,p-DimitrisPapadias
70-11205,08-5342
70-11205,k-VerenaKantere
70-11205,12-225
70-11205,83-741
84-163,12-225
28-5586,12-225
117-6023,14-3692
45-8919-1,38-2946
45-8919-1,02-146
b-FadilaBentayeb,19-4428
b-FadilaBentayeb,26-3914
93-4640,s-PSamarati
93-4640,82-4386
93-4640,s-KaiUweSattler
93-4640,19-4428
93-4640,l-ChengfeiLiu
93-4640,71-5578
93-4640,26-3914
93-4640,h-KatjaHose
93-4640,s-MonicaScannapieco
93-4640,s-RenukaSindhgatta
f-MirianHalfeldFerrariAlves,44-2379
f-MirianHalfeldFerrariAlves,p-TorbenBachPedersen
f-MirianHalfeldFerrariAlves,19-4428
f-MirianHalfeldFerrariAlves,t-ManolisTerrovitis
f-MirianHalfeldFerrariAlves,26-3914
f-MirianHalfeldFerrariAlves,42-4419
f-MirianHalfeldFerrariAlves,96-11411
44-1706,19-4428
44-1706,26-3914
44-1706,s-RenukaSindhgatta
166-7559,44-2379
166-7559,p-TorbenBachPedersen
166-7559,19-4428
166-7559,t-ManolisTerrovitis
166-7559,26-3914
166-7559,42-4419
166-7559,96-11411
42-1001,44-2379
42-1001,p-TorbenBachPedersen
42-1001,19-4428
42-1001,t-ManolisTerrovitis
42-1001,26-3914
42-1001,42-4419
42-1001,96-11411
50-11142,19-4428
50-11142,26-3914
28-2137,44-2379
28-2137,19-4428
28-2137,26-3914
28-2137,c-DarioColazzo
38-10105,19-4428
38-10105,26-3914
38-10105,h-KatjaHose
92-2179,44-2379
92-2179,p-TorbenBachPedersen
92-2179,19-4428
92-2179,t-ManolisTerrovitis
92-2179,26-3914
92-2179,42-4419
92-2179,96-11411
132-6827,19-4428
132-6827,26-3914
60-7238,c-GrahamCormode
60-7238,g-AristidesGionis
60-7238,60-2319
60-7238,19-4428
60-7238,01-5237
60-7238,08-5342
60-7238,26-3914
60-7238,04-10606
60-7238,k-GeorgiaKoutrika
60-7238,s-TimosKSellis
60-7238,169-8184
60-7238,42-4419
60-7238,167-4770
91-1410,86-1747
91-1410,71-5578
l-ChristophLange2,71-5578
l-ChristophLange2,32-7263
p-ElenaPaslaruBontasSimperl,g-AristidesGionis
p-ElenaPaslaruBontasSimperl,a-KarlAberer
p-ElenaPaslaruBontasSimperl,74-6086
p-ElenaPaslaruBontasSimperl,76-6735
09-10282,86-1747
09-10282,s-MonicaScannapieco
43-9678,69-1215-1
63-4123,p-ANPapadopoulos
63-4123,t-ManolisTerrovitis
63-4123,08-5342
63-4123,k-VerenaKantere
63-4123,12-225
63-4123,83-741
63-4123,254-0972
62-1193,44-2379
62-1193,74-6086
62-1193,19-4428
62-1193,c-VassilisChristophides
62-1193,57-7247
62-1193,k-GeorgiaKoutrika
62-1193,s-TimosKSellis
62-1193,12-225
72-4968,p-OdysseasPapapetrou
72-4968,25-9994
71-4882,i-ZacharyGIves
71-4882,b-ChristianBizer
71-4882,69-1215-1
71-4882,32-1624
71-4882,42-4419
71-4882,183-0983
71-4882,127-0138
90-3132,m-JosianeMothe
82-5803,68-3366
54-2140,90-514-1
54-2140,37-3868
54-2140,160-1741
74-2147,b-ChristianBizer
74-2147,h-AndreasHotho
a-GrigorisAntoniou,50-5895
a-GrigorisAntoniou,a-KarlAberer
a-GrigorisAntoniou,74-6086
a-GrigorisAntoniou,c-VassilisChristophides
a-GrigorisAntoniou,s-TimosKSellis
a-GrigorisAntoniou,58-1327
a-GrigorisAntoniou,24-279
a-GrigorisAntoniou,87-11444
b-KalinaBontcheva,j-ChristianSJensen
95-6661,a-KarlAberer
95-6661,v-YannisVelegrakis
144-0506,183-0983
144-0506,87-11444
g-GuidoGovernatori,67-6415
g-GuidoGovernatori,b-LEBertossi
h-AidanHogan,86-1747
h-AidanHogan,76-6735
h-AidanHogan,b-ChristianBizer
h-AidanHogan,h-AndreasHotho
h-AidanHogan,c-IFCruz
h-AidanHogan,74-3195
h-AidanHogan,m-TovaMilo
h-AidanHogan,169-8184
h-AidanHogan,86-508-2
02-3657,86-1747
02-3657,33-4411
02-3657,d-XinLunaDong
02-3657,t-FaroukToumani
02-3657,71-5578
02-3657,80-468
58-6679,50-5895
65-4336,74-6086
65-4336,86-1747
65-4336,r-ERahm
65-4336,69-1215-1
65-4336,32-1624
65-4336,m-PaoloMerialdo
65-4336,87-6573
65-4336,w-MelanieWeis
65-4336,86-508-2
65-4336,42-4419
65-4336,87-11444
41-6317-2,m-PaoloMerialdo
41-6317-2,86-508-2
01-1768,g-AristidesGionis
01-1768,74-6086
01-1768,p-PaoloPapotti
01-1768,d-XinLunaDong
01-1768,23-1886
01-1768,71-5578
01-1768,77-5283
01-1768,h-KatjaHose
01-1768,s-MonicaScannapieco
01-1768,09-10814
01-1768,167-4770
65-9656,74-6086
65-9656,m-PaoloMerialdo
65-9656,38-8707
14-9377,h-KatjaHose
14-9377,169-8184
14-9377,25-9489
b-BettinaBerendt,h-AndreasHotho
b-BettinaBerendt,48-5154
b-BettinaBerendt,c-ToonCalders
h-LauraHollink,50-5895
h-LauraHollink,69-1215-1
h-LauraHollink,65-1457
40-1153,v-YannisVelegrakis
12-1983,74-6086
12-1983,86-1747
12-1983,h-AndreasHotho
12-1983,87-6573
25-8883,69-1215-1
25-8883,126-2338-1
10-57,h-KatjaHose
56-1006,k-ChristophKoch
50-3138,28-1062
50-3138,50-5895
50-3138,a-KarlAberer
50-3138,76-6735
50-3138,p-NWPaton
50-3138,t-FaroukToumani
50-3138,h-KatjaHose
50-3138,41-9728
50-3138,167-4770
s-StefanSiersdorfer,w-GerhardWeikum
s-StefanSiersdorfer,86-1747
s-StefanSiersdorfer,t-MartinTheobald
s-StefanSiersdorfer,p-OdysseasPapapetrou
36-6753,50-5895
36-6753,74-6086
b-ZohraBellahsene,y-JXuYu
b-ZohraBellahsene,74-6086
b-ZohraBellahsene,v-YannisVelegrakis
b-ZohraBellahsene,i-ZacharyGIves
b-ZohraBellahsene,m-RJMiller
b-ZohraBellahsene,r-ERahm
b-ZohraBellahsene,s-DanSuciu
b-ZohraBellahsene,b-ABonifati
